Team,Type,Subtype,Period,Minute,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
Away,BALL LOST,HEAD,1,15,906.4,906.52,Player22,,5.3,-27.88,7.42,-25.16
Home,CHALLENGE,AERIAL-LOST,1,15,906.44,906.44,Player9,,4.24,-27.2,,
Home,RECOVERY,,1,15,906.6,906.6,Player9,,4.24,-27.88,,
Home,BALL LOST,,1,15,906.6,906.96,Player9,,4.24,-27.88,10.6,-27.88
Away,RECOVERY,,1,15,907.08,907.08,Player22,,4.24,-29.92,,
Away,BALL LOST,,1,15,907.24,909.48,Player22,,4.24,-29.92,5.3,-11.56
Home,RECOVERY,INTERCEPTION,1,15,909.52,909.52,Player6,,3.18,-12.92,,
Home,BALL LOST,,1,15,909.52,909.88,Player6,,3.18,-12.92,7.42,-8.84
Away,RECOVERY,INTERCEPTION,1,15,909.84,909.84,Player21,,5.3,-6.8,,
Away,PASS,,1,15,909.84,911.8,Player21,Player19,5.3,-6.8,10.6,-14.96
Away,PASS,,1,15,911.8,912.56,Player19,Player16,10.6,-14.96,20.14,-8.16
Away,PASS,,1,15,912.56,913.4,Player16,Player21,20.14,-8.16,10.6,-4.76
Away,PASS,,1,15,919.84,921.76,Player21,Player15,9.54,7.48,6.36,22.44
Away,PASS,,1,15,922.44,923.4,Player15,Player21,5.3,21.76,-2.12,12.24
Away,PASS,,1,15,925.84,926.96,Player21,Player20,-6.36,5.44,2.12,-8.84
Away,PASS,,1,15,927.72,929.56,Player20,Player17,1.06,-9.52,-4.24,-28.56
Away,PASS,,1,15,932.2,932.8,Player17,Player21,-9.54,-25.84,-12.72,-17.0
Away,PASS,,1,15,932.8,933.76,Player21,Player20,-12.72,-17.0,-2.12,-19.72
Away,PASS,,1,15,933.76,935.52,Player20,Player16,-2.12,-19.72,4.24,-5.44
Away,PASS,,1,15,940.0,941.16,Player16,Player15,2.12,-0.0,0.0,14.28
Away,PASS,,1,15,943.12,944.52,Player15,Player18,-3.18,17.0,-21.2,32.64
Away,PASS,,1,15,947.32,948.8,Player18,Player21,-25.44,27.88,-20.14,11.56
Away,PASS,,1,15,949.16,949.92,Player21,Player19,-20.14,10.88,-29.68,6.8
Away,PASS,,1,15,949.92,950.64,Player19,Player21,-29.68,6.8,-23.32,10.88
Away,CHALLENGE,GROUND-WON,1,15,952.48,952.48,Player21,,-22.26,11.56,,
Home,CHALLENGE,GROUND-LOST,1,15,952.48,952.48,Player8,,-22.26,11.56,,
Away,BALL LOST,INTERCEPTION,1,15,953.84,954.48,Player21,,-21.2,8.16,-20.14,3.4
Home,RECOVERY,,1,15,954.4,954.4,Player9,,-19.08,0.68,,
Home,PASS,,1,15,954.4,954.92,Player9,Player6,-19.08,0.68,-21.2,3.4
Home,BALL LOST,INTERCEPTION,1,15,956.12,956.36,Player6,,-21.2,1.36,-22.26,-6.12
Away,RECOVERY,INTERCEPTION,1,15,956.36,956.36,Player19,,-20.14,-1.36,,
Away,PASS,,1,15,956.36,957.68,Player19,Player24,-20.14,-1.36,-21.2,2.04
Away,PASS,,1,15,958.32,959.08,Player24,Player18,-21.2,4.08,-22.26,12.92
Away,BALL LOST,,1,16,961.04,961.44,Player18,,-24.38,5.44,-26.5,-1.36
Home,RECOVERY,,1,16,961.4,961.4,Player6,,-27.56,-0.0,,
Home,PASS,,1,16,961.4,962.88,Player6,Player4,-27.56,-0.0,-33.92,8.84
Home,PASS,,1,16,962.88,963.92,Player4,Player2,-33.92,8.84,-37.1,-2.72
Home,BALL LOST,,1,16,963.92,967.44,Player2,,-37.1,-2.72,-3.18,-2.72
Away,RECOVERY,,1,16,967.44,967.44,Player16,,-1.06,-2.72,,
Away,PASS,,1,16,967.44,968.72,Player16,Player19,-1.06,-2.72,-16.96,-10.2
Away,PASS,,1,16,968.72,969.56,Player19,Player21,-16.96,-10.2,-15.9,-0.0
Away,PASS,,1,16,970.64,971.48,Player21,Player19,-16.96,-2.04,-15.9,-10.88
Away,PASS,,1,16,972.32,975.32,Player19,Player23,-18.02,-10.88,-33.92,25.84
Away,PASS,,1,16,975.72,977.32,Player23,Player18,-32.86,26.52,-40.28,22.44
Away,BALL LOST,INTERCEPTION,1,16,977.32,979.44,Player18,,-40.28,22.44,-43.46,26.52
Away,CHALLENGE,GROUND-LOST,1,16,977.92,977.92,Player18,,-42.4,23.12,,
Home,CHALLENGE,GROUND-WON,1,16,978.0,978.0,Player8,,-43.46,23.12,,
Home,RECOVERY,INTERCEPTION,1,16,979.44,979.44,Player8,,-45.58,26.52,,
Home,BALL LOST,,1,16,982.04,982.4,Player8,,-36.04,31.96,-26.5,30.6
Away,RECOVERY,,1,16,982.24,982.24,Player23,,-33.92,30.6,,
Away,BALL OUT,,1,16,982.24,983.64,Player23,,-33.92,30.6,-22.26,36.72
Home,SET PIECE,THROW IN,1,16,999.2,999.2,Player4,,,,,
Home,PASS,,1,16,999.2,1001.24,Player4,Player10,-25.44,34.68,-16.96,27.2
Away,CHALLENGE,GROUND-FAULT-LOST,1,16,1002.96,1002.96,Player20,,-14.84,21.08,,
Home,CHALLENGE,GROUND-FAULT-WON,1,16,1003.48,1003.48,Player10,,-14.84,16.32,,
Home,FAULT RECEIVED,,1,16,1003.48,1003.48,Player10,,-14.84,16.32,,
Home,SET PIECE,FREE KICK,1,16,1019.04,1019.04,Player7,,,,,
Home,PASS,,1,16,1019.04,1020.68,Player7,Player6,-8.48,8.84,-11.66,-9.52
Home,PASS,,1,17,1021.84,1023.12,Player6,Player1,-10.6,-11.56,-2.12,-29.92
Home,CHALLENGE,DRIBBLE-WON,1,17,1023.8,1023.8,Player1,,0.0,-29.92,,
Home,BALL LOST,INTERCEPTION,1,17,1028.16,1028.2,Player1,,24.38,-30.6,27.56,-29.24
Away,RECOVERY,INTERCEPTION,1,17,1028.2,1028.2,Player22,,24.38,-29.92,,
Away,BALL OUT,,1,17,1028.2,1030.92,Player22,,24.38,-29.92,57.24,-29.24
Home,SET PIECE,CORNER KICK,1,17,1061.76,1061.76,Player6,,,,,
Home,PASS,,1,17,1061.76,1063.6,Player6,Player10,49.82,-32.64,38.16,-10.88
Home,PASS,,1,17,1063.6,1064.32,Player10,Player8,38.16,-10.88,47.7,-2.04
Home,SHOT,HEAD-OFF TARGET-OUT,1,17,1064.32,1065.44,Player8,,47.7,-2.04,56.18,2.04
Away,RECOVERY,,1,18,1089.88,1089.88,Player25,,47.7,2.72,,
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,18,1089.88,1093.2,Player25,,47.7,2.72,-6.36,25.84
Home,CHALLENGE,AERIAL-WON,1,18,1093.16,1093.16,Player4,,-5.3,21.76,,
Home,RECOVERY,INTERCEPTION,1,18,1093.16,1093.16,Player4,,-5.3,21.76,,
Home,BALL LOST,HEAD,1,18,1093.16,1096.6,Player4,,-5.3,21.76,-4.24,-3.4
Away,CHALLENGE,AERIAL-LOST,1,18,1093.2,1093.2,Player18,,-4.24,22.44,,
Away,RECOVERY,,1,18,1096.48,1096.48,Player21,,-5.3,-2.04,,
Away,PASS,,1,18,1096.48,1098.24,Player21,Player22,-5.3,-2.04,-14.84,-26.52
Away,PASS,,1,18,1101.36,1102.28,Player22,Player21,-20.14,-28.56,-14.84,-21.76
Away,PASS,,1,18,1103.12,1104.04,Player21,Player23,-16.96,-21.76,-28.62,-19.04
Away,PASS,,1,18,1104.36,1104.96,Player23,Player21,-27.56,-19.04,-23.32,-22.44
Away,PASS,,1,18,1106.28,1106.92,Player21,Player19,-24.38,-20.4,-20.14,-14.96
Away,BALL LOST,INTERCEPTION,1,18,1108.44,1108.96,Player19,,-23.32,-14.96,-28.62,-23.12
Home,RECOVERY,INTERCEPTION,1,18,1108.96,1108.96,Player5,,-29.68,-23.12,,
Home,PASS,,1,18,1108.96,1109.84,Player5,Player1,-29.68,-23.12,-37.1,-19.72
Home,PASS,,1,18,1111.12,1111.88,Player1,Player5,-34.98,-20.4,-28.62,-27.2
Home,PASS,,1,18,1111.88,1113.56,Player5,Player7,-28.62,-27.2,-22.26,-19.72
Home,PASS,,1,18,1113.56,1114.8,Player7,Player5,-22.26,-19.72,-12.72,-28.56
Home,PASS,,1,18,1117.68,1119.64,Player5,Player8,4.24,-15.64,13.78,13.6
Home,BALL LOST,,1,18,1123.16,1124.28,Player8,,34.98,17.0,50.88,-0.0
Away,RECOVERY,,1,18,1124.24,1124.24,Player25,,50.88,1.36,,
Away,PASS,,1,18,1133.56,1136.28,Player25,Player21,38.16,-3.4,13.78,-31.96
Away,BALL LOST,INTERCEPTION,1,19,1141.08,1143.56,Player21,,-8.48,-31.28,-39.22,-25.16
Home,RECOVERY,INTERCEPTION,1,19,1143.44,1143.44,Player2,,-34.98,-21.76,,
Home,BALL OUT,CLEARANCE,1,19,1143.44,1144.2,Player2,,-34.98,-21.76,-39.22,-36.04
Away,SET PIECE,THROW IN,1,19,1151.52,1151.52,Player21,,,,,
Away,PASS,,1,19,1151.52,1152.44,Player21,Player22,-32.86,-34.68,-26.5,-32.64
Away,PASS,,1,19,1154.32,1155.4,Player22,Player19,-25.44,-30.6,-22.26,-18.36
Away,PASS,,1,19,1156.68,1157.72,Player19,Player22,-23.32,-19.72,-25.44,-30.6
Away,PASS,,1,19,1158.24,1159.28,Player22,Player21,-25.44,-29.92,-34.98,-32.64
Away,BALL LOST,CROSS-INTERCEPTION,1,19,1160.64,1162.44,Player21,,-36.04,-31.28,-43.46,4.08
Home,RECOVERY,INTERCEPTION,1,19,1162.52,1162.52,Player2,,-39.22,-14.28,,
Home,PASS,,1,19,1162.52,1163.84,Player2,Player9,-39.22,-14.28,-24.38,-6.8
Home,PASS,,1,19,1163.84,1164.48,Player9,Player6,-24.38,-6.8,-31.8,-4.08
Home,PASS,,1,19,1168.32,1169.68,Player6,Player3,-31.8,-1.36,-36.04,9.52
Home,BALL LOST,INTERCEPTION,1,19,1170.56,1172.04,Player3,,-32.86,12.92,-18.02,30.6
Away,RECOVERY,INTERCEPTION,1,19,1172.04,1172.04,Player18,,-19.08,26.52,,
Away,PASS,,1,19,1173.48,1174.68,Player18,Player24,-23.32,29.92,-30.74,21.08
Away,PASS,,1,19,1175.76,1176.8,Player24,Player19,-29.68,21.08,-23.32,10.2
Away,PASS,,1,19,1178.72,1180.68,Player19,Player18,-25.44,7.48,-40.28,29.24
Away,BALL LOST,OFFSIDE,1,19,1180.68,1180.68,Player18,,-40.28,29.24,,
Home,SET PIECE,FREE KICK,1,20,1214.72,1214.72,Player11,,,,,
Home,BALL LOST,INTERCEPTION,1,20,1214.72,1217.68,Player11,,-36.04,21.76,18.02,25.16
Away,RECOVERY,INTERCEPTION,1,20,1217.68,1217.68,Player15,,18.02,19.72,,
Away,PASS,HEAD,1,20,1217.68,1219.32,Player15,Player19,18.02,19.72,11.66,10.88
Away,BALL LOST,INTERCEPTION,1,20,1220.12,1220.68,Player19,,11.66,8.84,12.72,8.16
Home,RECOVERY,,1,20,1220.72,1220.72,Player6,,10.6,6.8,,
Home,PASS,,1,20,1223.72,1225.12,Player6,Player10,9.54,-7.48,12.72,-17.0
Home,PASS,,1,20,1226.2,1227.44,Player10,Player5,15.9,-18.36,20.14,-29.92
Home,PASS,,1,20,1228.32,1229.16,Player5,Player6,20.14,-29.24,11.66,-23.12
Home,PASS,,1,20,1229.16,1230.12,Player6,Player10,11.66,-23.12,21.2,-14.96
Home,CHALLENGE,TACKLE-LOST,1,20,1232.28,1232.28,Player10,,27.56,-10.88,,
Home,BALL LOST,THEFT,1,20,1232.28,1232.28,Player10,,27.56,-10.88,,
Away,CHALLENGE,TACKLE-WON,1,20,1232.28,1232.28,Player19,,27.56,-10.88,,
Away,RECOVERY,THEFT,1,20,1232.28,1232.28,Player19,,27.56,-10.88,,
Away,PASS,,1,20,1232.28,1233.24,Player19,Player21,27.56,-10.88,28.62,-8.84
Away,BALL LOST,INTERCEPTION,1,20,1234.68,1235.92,Player21,,26.5,-8.16,10.6,-20.4
Home,RECOVERY,INTERCEPTION,1,20,1235.88,1235.88,Player1,,10.6,-20.4,,
Home,PASS,,1,20,1237.32,1238.52,Player1,Player7,10.6,-16.32,9.54,-8.16
Home,PASS,,1,20,1239.6,1240.68,Player7,Player9,11.66,-7.48,15.9,0.68
Home,PASS,,1,20,1241.48,1243.04,Player9,Player4,18.02,3.4,19.08,21.08
Home,PASS,,1,20,1246.4,1247.6,Player4,Player7,32.86,14.96,26.5,8.84
Home,SHOT,OFF TARGET-OUT,1,20,1247.6,1249.4,Player7,,26.5,8.84,58.3,-6.12
Away,RECOVERY,,1,21,1261.84,1261.84,Player25,,48.76,-8.16,,
Away,PASS,GOAL KICK,1,21,1261.84,1263.88,Player25,Player17,48.76,-8.16,41.34,-25.84
Away,PASS,,1,21,1268.36,1269.32,Player17,Player20,20.14,-25.84,15.9,-11.56
Away,BALL LOST,,1,21,1269.52,1269.72,Player20,,14.84,-11.56,16.96,-12.92
Home,RECOVERY,,1,21,1269.72,1269.72,Player10,,16.96,-10.2,,
Home,BALL LOST,,1,21,1269.72,1272.8,Player10,,16.96,-10.2,28.62,-22.44
Away,RECOVERY,,1,21,1272.8,1272.8,Player17,,28.62,-25.16,,
Home,CHALLENGE,GROUND-FAULT-LOST,1,21,1276.0,1276.0,Player10,,23.32,-31.28,,
Away,CHALLENGE,GROUND-FAULT-WON,1,21,1276.04,1276.04,Player17,,23.32,-32.64,,
Away,FAULT RECEIVED,,1,21,1276.04,1276.04,Player17,,23.32,-32.64,,
Away,SET PIECE,FREE KICK,1,21,1293.52,1293.52,Player17,,,,,
Away,PASS,,1,21,1293.52,1295.88,Player17,Player16,22.26,-31.28,27.56,-2.04
Away,PASS,,1,21,1297.36,1298.68,Player16,Player15,25.44,2.04,15.9,17.68
Away,PASS,,1,21,1304.76,1306.28,Player15,Player16,0.0,20.4,10.6,6.8
Away,PASS,,1,21,1309.56,1312.36,Player16,Player17,7.42,2.72,1.06,-29.92
Away,BALL OUT,,1,21,1314.16,1317.92,Player17,,-1.06,-27.2,-57.24,-25.16
Home,RECOVERY,,1,22,1345.8,1345.8,Player11,,-48.76,-0.0,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,22,1345.8,1348.92,Player11,,-48.76,-0.0,11.66,-23.8
Away,RECOVERY,INTERCEPTION,1,22,1348.92,1348.92,Player22,,7.42,-24.48,,
Away,BALL LOST,HEAD-INTERCEPTION,1,22,1348.92,1351.08,Player22,,7.42,-24.48,1.06,-24.48
Home,RECOVERY,,1,22,1351.0,1351.0,Player1,,-1.06,-28.56,,
Home,BALL LOST,,1,22,1352.92,1353.84,Player1,,7.42,-32.64,12.72,-22.44
Away,RECOVERY,,1,22,1353.84,1353.84,Player20,,12.72,-24.48,,
Away,PASS,,1,22,1354.52,1355.2,Player20,Player19,11.66,-25.16,7.42,-20.4
Away,BALL LOST,INTERCEPTION,1,22,1355.2,1355.8,Player19,,7.42,-20.4,3.18,-25.84
Home,RECOVERY,INTERCEPTION,1,22,1355.76,1355.76,Player6,,1.06,-28.56,,
Home,BALL OUT,,1,22,1355.76,1356.6,Player6,,1.06,-28.56,3.18,-36.72
Away,SET PIECE,THROW IN,1,22,1366.44,1366.44,Player22,,,,,
Away,PASS,,1,22,1366.44,1368.2,Player22,Player17,-2.12,-34.68,18.02,-30.6
Away,PASS,,1,22,1369.32,1370.64,Player17,Player16,16.96,-27.88,21.2,-2.72
Away,PASS,,1,22,1371.92,1373.52,Player16,Player15,19.08,1.36,14.84,20.4
Away,PASS,,1,22,1375.88,1378.64,Player15,Player22,11.66,19.04,-15.9,-31.96
Away,PASS,,1,23,1380.6,1383.6,Player22,Player21,-19.08,-31.96,-43.46,-23.8
Away,BALL LOST,CROSS-INTERCEPTION,1,23,1384.76,1385.76,Player21,,-45.58,-21.76,-48.76,-4.08
Home,RECOVERY,INTERCEPTION,1,23,1385.8,1385.8,Player3,,-47.7,-2.04,,
Home,PASS,HEAD,1,23,1385.8,1388.44,Player3,Player11,-47.7,-2.04,-45.58,2.04
Home,PASS,,1,23,1392.84,1394.52,Player11,Player4,-43.46,2.04,-36.04,19.04
Home,BALL LOST,,1,23,1399.2,1401.68,Player4,,-24.38,31.28,4.24,3.4
Away,RECOVERY,,1,23,1401.64,1401.64,Player17,,3.18,3.4,,
Away,PASS,,1,23,1403.32,1404.08,Player17,Player20,0.0,4.08,-6.36,12.24
Away,PASS,,1,23,1407.52,1408.96,Player20,Player18,-15.9,14.96,-19.08,31.96
Away,PASS,,1,23,1412.52,1414.4,Player18,Player19,-21.2,29.92,-7.42,13.6
Away,PASS,,1,23,1417.56,1420.12,Player19,Player17,-7.42,6.8,-7.42,-20.4
Away,PASS,,1,23,1420.12,1421.56,Player17,Player22,-7.42,-20.4,-23.32,-31.96
Away,BALL OUT,,1,23,1423.68,1427.44,Player22,,-20.14,-28.56,-57.24,-21.76
Home,RECOVERY,,1,24,1448.48,1448.48,Player11,,-51.94,-0.0,,
Home,BALL LOST,INTERCEPTION,1,24,1448.48,1453.4,Player11,,-51.94,-0.0,8.48,17.0
Home,CHALLENGE,AERIAL-LOST,1,24,1453.4,1453.4,Player8,,7.42,16.32,,
Away,CHALLENGE,AERIAL-WON,1,24,1453.4,1453.4,Player15,,8.48,16.32,,
Away,RECOVERY,INTERCEPTION,1,24,1453.4,1453.4,Player15,,8.48,16.32,,
Away,BALL LOST,INTERCEPTION,1,24,1453.4,1454.6,Player15,,8.48,16.32,6.36,16.32
Home,RECOVERY,INTERCEPTION,1,24,1454.8,1454.8,Player8,,6.36,17.68,,
Home,CHALLENGE,GROUND-LOST,1,24,1456.4,1456.4,Player8,,9.54,25.84,,
Home,BALL LOST,INTERCEPTION,1,24,1456.4,1456.4,Player8,,9.54,25.84,,
Away,CHALLENGE,TACKLE-WON,1,24,1456.56,1456.56,Player15,,10.6,25.84,,
Away,RECOVERY,THEFT,1,24,1456.56,1456.56,Player15,,10.6,25.84,,
Away,BALL OUT,,1,24,1456.56,1458.44,Player15,,10.6,25.84,2.12,36.72
Home,SET PIECE,THROW IN,1,24,1461.4,1461.4,Player4,,,,,
Home,PASS,,1,24,1461.4,1464.72,Player4,Player3,-4.24,33.32,-22.26,17.68
Home,PASS,,1,24,1464.72,1467.64,Player3,Player1,-22.26,17.68,-15.9,-17.68
Home,PASS,,1,24,1467.64,1468.72,Player1,Player10,-15.9,-17.68,-5.3,-12.24
Home,BALL OUT,,1,24,1468.72,1470.48,Player10,,-5.3,-12.24,-3.18,-34.68
Away,SET PIECE,THROW IN,1,24,1475.2,1475.2,Player22,,,,,
Away,PASS,,1,24,1475.2,1476.28,Player22,Player17,-1.06,-34.68,9.54,-29.92
Away,PASS,,1,24,1478.24,1479.84,Player17,Player16,8.48,-26.52,15.9,-10.88
Away,PASS,,1,24,1481.08,1483.28,Player16,Player15,14.84,-8.84,10.6,15.64
Away,PASS,,1,24,1485.08,1486.2,Player15,Player18,5.3,19.72,-12.72,34.0
Away,PASS,,1,24,1487.28,1487.76,Player18,Player19,-12.72,34.0,-6.36,25.16
Away,PASS,,1,24,1488.6,1489.4,Player19,Player20,-7.42,26.52,-12.72,17.0
Away,CHALLENGE,GROUND-WON,1,24,1492.12,1492.12,Player20,,-24.38,17.68,,
Home,CHALLENGE,GROUND-LOST,1,24,1492.32,1492.32,Player7,,-25.44,17.68,,
Home,CHALLENGE,GROUND-LOST,1,24,1493.64,1493.64,Player8,,-32.86,20.4,,
Away,CHALLENGE,GROUND-WON,1,24,1494.04,1494.04,Player20,,-32.86,18.36,,
Away,BALL LOST,INTERCEPTION,1,24,1495.28,1495.28,Player20,,-36.04,19.04,,
Away,CHALLENGE,TACKLE-FAULT-LOST,1,24,1495.28,1495.28,Player20,,-36.04,19.04,,
Home,CHALLENGE,TACKLE-FAULT-WON,1,24,1495.44,1495.44,Player4,,-39.22,21.08,,
Home,SET PIECE,FREE KICK,1,25,1525.68,1525.68,Player11,,,,,
Home,BALL LOST,,1,25,1525.68,1529.28,Player11,,-40.28,24.48,21.2,7.48
Home,CHALLENGE,AERIAL-LOST,1,25,1529.28,1529.28,Player9,,18.02,6.8,,
Away,CHALLENGE,AERIAL-WON,1,25,1529.36,1529.36,Player16,,19.08,7.48,,
Away,RECOVERY,INTERCEPTION,1,25,1529.36,1529.36,Player16,,19.08,7.48,,
Away,PASS,,1,25,1529.36,1531.0,Player16,Player21,19.08,7.48,8.48,4.76
Away,PASS,,1,25,1531.0,1531.52,Player21,Player19,8.48,4.76,10.6,8.16
Home,CHALLENGE,TACKLE-WON,1,25,1532.52,1532.52,Player6,,9.54,7.48,,
Home,RECOVERY,THEFT,1,25,1532.52,1532.52,Player6,,9.54,7.48,,
Away,CHALLENGE,TACKLE-LOST,1,25,1532.68,1532.68,Player19,,11.66,8.84,,
Away,BALL LOST,THEFT,1,25,1532.68,1532.68,Player19,,11.66,8.84,,
Home,PASS,,1,25,1532.96,1533.64,Player6,Player9,10.6,7.48,12.72,8.84
Home,PASS,,1,25,1534.92,1535.52,Player9,Player7,13.78,11.56,4.24,8.16
Home,PASS,,1,25,1536.76,1538.28,Player7,Player1,4.24,6.12,5.3,-17.0
Away,RECOVERY,INTERCEPTION,1,25,1538.28,1538.28,Player22,,9.54,-17.0,,
Away,CHALLENGE,TACKLE-FAULT-LOST,1,25,1538.28,1538.28,Player22,,9.54,-17.0,,
Home,CHALLENGE,TACKLE-FAULT-WON,1,25,1538.44,1538.44,Player1,,5.3,-17.0,,
Home,FAULT RECEIVED,,1,25,1539.12,1539.12,Player1,,6.36,-17.68,,
Home,SET PIECE,FREE KICK,1,28,1699.04,1699.04,Player6,,,,,
Home,PASS,,1,28,1699.04,1699.8,Player6,Player10,6.36,-15.64,6.36,-31.96
Home,PASS,,1,28,1699.8,1700.96,Player10,Player7,6.36,-31.96,-3.18,-29.92
Home,PASS,,1,28,1701.56,1702.68,Player7,Player2,-3.18,-29.92,-14.84,-21.76
Home,PASS,,1,28,1703.64,1704.92,Player2,Player7,-14.84,-21.08,-8.48,-31.28
Home,BALL LOST,,1,28,1706.4,1708.6,Player7,,-9.54,-31.28,26.5,-9.52
Away,RECOVERY,INTERCEPTION,1,28,1708.72,1708.72,Player16,,21.2,-11.56,,
Away,BALL OUT,HEAD,1,28,1708.72,1710.72,Player16,,21.2,-11.56,20.14,-35.36
Home,SET PIECE,THROW IN,1,28,1724.52,1724.52,Player7,,,,,
Home,PASS,,1,28,1724.52,1725.28,Player7,Player10,15.9,-34.68,22.26,-31.28
Home,PASS,,1,28,1725.28,1726.04,Player10,Player7,22.26,-31.28,15.9,-34.0
Home,CHALLENGE,GROUND-WON,1,28,1726.84,1726.84,Player7,,13.78,-32.64,,
Home,PASS,,1,28,1728.56,1729.56,Player7,Player2,6.36,-27.88,-5.3,-30.6
Home,BALL LOST,INTERCEPTION,1,28,1730.8,1732.96,Player2,,-5.3,-30.6,26.5,-17.68
Home,CHALLENGE,GROUND,1,28,1732.28,1732.28,Player9,,22.26,-18.36,,
Away,CHALLENGE,GROUND,1,28,1732.56,1732.56,Player16,,22.26,-19.72,,
Away,RECOVERY,INTERCEPTION,1,28,1733.0,1733.0,Player17,,24.38,-22.44,,
Away,PASS,HEAD,1,28,1733.0,1734.16,Player17,Player22,24.38,-22.44,14.84,-28.56
Home,CHALLENGE,GROUND-FAULT-WON,1,28,1737.56,1737.56,Player10,,9.54,-29.24,,
Away,CHALLENGE,GROUND-FAULT-LOST,1,28,1738.2,1738.2,Player22,,7.42,-29.92,,
Away,PASS,,1,28,1738.76,1739.4,Player22,Player21,5.3,-31.28,-4.24,-27.88
Away,BALL LOST,FORCED,1,28,1739.4,1739.4,Player21,,-4.24,-27.88,,
Home,SET PIECE,FREE KICK,1,29,1770.8,1770.8,Player7,,,,,
Home,BALL LOST,INTERCEPTION,1,29,1770.8,1774.2,Player7,,-2.12,-30.6,36.04,5.44
Away,RECOVERY,INTERCEPTION,1,29,1774.16,1774.16,Player18,,32.86,3.4,,
Away,BALL LOST,HEAD,1,29,1774.16,1776.08,Player18,,32.86,3.4,26.5,7.48
Home,RECOVERY,,1,29,1776.0,1776.0,Player5,,24.38,5.44,,
Away,CHALLENGE,GROUND-WON,1,29,1777.04,1777.04,Player18,,33.92,7.48,,
Away,RECOVERY,INTERCEPTION,1,29,1777.04,1777.04,Player18,,33.92,7.48,,
Away,BALL LOST,,1,29,1777.04,1780.16,Player18,,33.92,7.48,14.84,23.12
Home,CHALLENGE,GROUND-LOST,1,29,1777.16,1777.16,Player5,,31.8,7.48,,
Home,BALL LOST,INTERCEPTION,1,29,1777.16,1777.16,Player5,,31.8,7.48,,
Home,RECOVERY,,1,29,1780.16,1780.16,Player4,,13.78,19.72,,
Home,PASS,,1,29,1782.96,1783.56,Player4,Player9,20.14,19.04,27.56,30.6
Home,PASS,,1,29,1784.6,1785.4,Player9,Player4,26.5,30.6,18.02,23.12
Home,PASS,,1,29,1786.6,1788.72,Player4,Player3,14.84,25.16,-5.3,11.56
Home,PASS,,1,29,1789.48,1791.16,Player3,Player2,-6.36,9.52,-12.72,-13.6
Home,PASS,,1,29,1792.92,1793.68,Player2,Player7,-12.72,-19.04,-10.6,-31.28
Home,BALL LOST,INTERCEPTION,1,29,1794.32,1794.44,Player7,,-11.66,-31.28,-13.78,-31.28
Away,RECOVERY,INTERCEPTION,1,29,1794.52,1794.52,Player22,,-9.54,-31.28,,
Away,BALL OUT,,1,29,1794.52,1795.52,Player22,,-9.54,-31.28,-24.38,-35.36
Home,SET PIECE,THROW IN,1,30,1804.56,1804.56,Player7,,,,,
Home,PASS,,1,30,1804.56,1805.28,Player7,Player10,-11.66,-34.68,-6.36,-27.88
Away,CHALLENGE,GROUND-LOST,1,30,1805.28,1805.28,Player20,,-5.3,-27.2,,
Home,CHALLENGE,GROUND-WON,1,30,1805.28,1805.28,Player10,,-6.36,-27.88,,
Home,PASS,,1,30,1805.28,1806.16,Player10,Player7,-6.36,-27.88,-12.72,-33.32
Home,CHALLENGE,GROUND-FAULT-WON,1,30,1807.04,1807.04,Player7,,-12.72,-31.28,,
Home,FAULT RECEIVED,,1,30,1807.04,1807.04,Player7,,-12.72,-31.28,,
Away,CHALLENGE,TACKLE-FAULT-LOST,1,30,1807.36,1807.36,Player22,,-12.72,-29.92,,
Home,SET PIECE,FREE KICK,1,30,1833.4,1833.4,Player2,,,,,
Home,PASS,,1,30,1833.4,1836.16,Player2,Player9,-13.78,-25.16,26.5,-24.48
Home,CHALLENGE,AERIAL-WON,1,30,1836.16,1836.16,Player9,,26.5,-24.48,,
Home,BALL LOST,,1,30,1836.16,1840.08,Player9,,26.5,-24.48,45.58,-27.88
Away,CHALLENGE,AERIAL-LOST,1,30,1836.2,1836.2,Player17,,26.5,-24.48,,
Away,RECOVERY,INTERCEPTION,1,30,1840.04,1840.04,Player16,,44.52,-27.2,,
Away,BALL OUT,CLEARANCE,1,30,1840.04,1841.48,Player16,,44.52,-27.2,27.56,-35.36
Home,SET PIECE,THROW IN,1,30,1859.4,1859.4,Player7,,,,,
Home,PASS,,1,30,1859.4,1860.44,Player7,Player9,25.44,-34.68,38.16,-27.88
Home,BALL OUT,,1,31,1860.44,1861.84,Player9,,38.16,-27.88,26.5,-34.68
Away,SET PIECE,THROW IN,1,31,1885.84,1885.84,Player22,,,,,
Away,PASS,,1,31,1885.84,1888.16,Player22,Player21,10.6,-34.68,13.78,-12.92
Away,PASS,,1,31,1888.16,1890.08,Player21,Player15,13.78,-12.92,16.96,12.92
Away,PASS,,1,31,1893.48,1894.8,Player15,Player18,3.18,17.0,-10.6,31.28
Away,PASS,,1,31,1897.36,1898.48,Player18,Player21,-19.08,29.24,-11.66,18.36
Away,PASS,,1,31,1899.84,1902.92,Player21,Player17,-11.66,19.04,-4.24,-17.0
